word,Count
assailed,1
assembly,2
assert,1
asserted,1
asserts,1
assessing,1
asset,5
assets,13
assignment,1
assistance,1
assistant,4
association,3
assume,1
atf,1
athletes,1
athletic,1
atlantia,1
atlantic,1
att,17
attack,3
attacks,4
attaining,1
attempt,2
attempted,1
attemptson,1
attend,1
attended,2
attendees,1
attends,1
attention,1
attitudes,1
attract,1
attracted,1
attracting,1
attractive,2
atts,6
atttime,1
auction,1
audible,1
audience,3
audiences,2
audio,10
aug,1
august,1
austin,11
austins,1
australia,7
australian,3
australias,1
author,2
authorities,3
authority,1
auto,4
automakers,2
automate,1
automated,1
automatic,2
automatically,2
automation,5
automobile,1
automotive,1
autonomous,10
autopay,1
ave,1
avenue,3
average,1
avid,1
avoid,1
avoidance,3
avoidancethere,1
avoided,1
avoiding,1
award,3
awardhow,1
awards,2
awardwinning,1
aware,1
awareness,1
axiospresident,1
ayear,1
ayton,1
babadook,4
babies,3
baby,2
backed,3
backers,4
background,2
backtoback,1
backup,1
backyard,2
bad,5
bada,1
badly,1
baer,1
baglijun,1
bail,1
baillie,1
bailout,1
bain,3
balance,3
baldwinin,1
ballhandler,1
balloon,1
balmy,1
balwani,1
bamtech,1
ban,2
bank,33
banker,1
bankers,3
banking,4
bankratecoms,2
bankruptcies,1
bankruptcy,11
bankruptcywith,1
banks,4
baptism,1
bar,3
barclays,2
baristas,1
barnes,4
barricade,2
base,3
based,4
basenow,1
bashar,1
basic,1
basically,1
basics,1
basketball,14
basketballhuggins,1
bass,1
bassist,1
bastard,1
batch,1
baton,1
bator,1
batteries,1
battery,1
battle,9
battles,2
battling,1
bayer,1
bbctips,1
beach,1
bear,20
beast,1
beat,2
beatconfession,1
became,7
becomes,2
becoming,1
bed,1
bedding,1
beef,1
beefy,1
began,3
begin,3
beginning,2
begins,2
beguiled,2
begun,3
behalf,1
behavior,4
behaviors,1
behemoth,2
beijing,4
beijings,1
belied,1
belief,1
believe,2
believed,3
believes,2
bell,1
bellamy,2
belonging,1
beloved,3
belowfrom,5
belt,1
belts,2
ben,1
benchmark,2
beneath,1
benefit,2
benefited,1
benefiting,1
benefits,1
benign,1
bennett,1
bern,2
bestsellers,1
bestselling,2
bet,1
betterfunded,1
beverly,2
beyond,2
beyonsay,1
bible,2
bid,16
bidder,1
bidders,1
bidding,1
bieber,9
biebers,2
big,30
bigbudget,1
bigger,2
biggest,6
bikeswhat,1
bill,8
billion,59
billionaire,1
billions,3
billionthats,1
billionthe,2
bills,3
bin,3
bind,1
bipartisanship,1
birmingham,1
birth,1
birthday,4
bit,4
bitcoin,1
bittar,2
bittars,1
bitter,1
black,8
blackstone,2
blakely,1
blankfein,1
blaring,1
blast,1
bledsoe,2
blended,1
blevins,1
bloc,1
block,7
blockbuster,1
blockbusters,1
blocked,2
blocking,4
blocks,2
blocs,1
blog,1
blogs,1
blood,1
bloodtesting,3
bloody,1
bloomberg,19
bloombergbased,1
bloombergthe,1
blossoms,1
blowing,1
blue,2
blueprint,1
blumenthal,3
blythe,1
bmw,1
board,9
boarding,1
bob,1
bodies,1
boeing,3
boisvert,5
bomb,3
bomber,1
bombing,1
bombings,3
bombs,2
bond,1
bonds,1
bonobos,1
bonus,2
book,18
bookbuying,1
bookcourt,1
books,19
bookseller,2
booksellers,3
booksellersmaybe,1
bookshop,2
bookstore,4
bookstores,5
bookstoreswe,1
boom,2
booming,1
boost,2
born,3
borough,1
borrow,3
borrowed,1
borrowing,3
boss,2
bot,1
bottled,1
bought,10
boulevard,3
boulevardtoday,1
bound,1
bourdain,1
boutique,1
bowl,1
bowls,1
box,2
boxes,7
boxing,1
boy,2
boycotting,1
boys,1
brackets,1
brain,2
braking,1
branch,1
branches,2
brand,2
branded,2
brandon,2
brands,5
brandshbo,1
brash,1
brawls,1
braythe,1
breach,2
breached,1
break,3
breakdown,1
breakers,1
breakfrom,1
breaking,2
breaks,2
breakthroughs,1
brent,1
brian,4
brickandmortar,3
bricksandmortar,1
brief,1
briefed,5
briefing,18
briefthe,1
bright,1
bring,1
brings,3
brio,1
brisk,1
britain,11
britains,1
britainthe,1
british,11
broadcast,1
broadcastings,1
broadcom,2
broadcoms,6
broaden,1
broadly,1
brod,2
broke,1
brokerage,2
bronx,2
brooklyn,4
brooklyns,1
brooks,1
bros,6
brought,2
browse,1
browser,5
bruna,1
brushes,1
brussels,4
brutal,1
bryan,1
buckle,1
budget,1
buenos,1
buffalo,1
build,2
builds,1
built,4
builtin,1
bulk,1
bulky,2
bull,1
bunch,2
buns,1
burden,1
burdened,1
bureau,6
bureaucrat,1
bureaucratic,1
burn,2
burning,2
bursting,1
business,37
businesses,9
businessesbut,1
businessesin,1
businessesjudge,1
businessesthe,1
businessfor,1
businessman,2
businessmr,1
businesspeter,1
businessthe,1
businessthere,1
businesswe,1
businessweeksaudi,1
bust,1
busy,2
butler,1
button,7
buxom,1
buy,8
buyer,4
buyers,2
buying,11
buyout,5
buyouts,3
buzz,1
buzzfeed,1
cabinet,2
cable,17
cafe,1
cages,1
caines,1
caitlin,1
calculated,2
calif,4
california,1
call,1
calling,1
calls,6
cambodian,2
came,15
cameo,1
camera,1
cameras,3
camp,1
campaign,4
campbells,1
camps,1
campus,2
canada,7
canadaits,1
canadian,2
canceled,1
cancer,1
candidates,1
candor,1
canoes,1
cant,7
capability,1
capable,1
capital,11
capitalists,1
capitalized,2
cappuccino,1
capture,1
captured,1
car,13
cards,1
care,3
career,1
cares,1
carnal,1
carnegie,1
carol,1
carolina,5
carolinathese,1
carr,3
carreyrou,1
carried,3
carry,1
cars,8
carsbut,1
carson,2
cartel,1
carter,1
case,16
casebut,1
cases,3
casey,2
cash,10
cashamazon,1
casper,1
cast,4
casting,1
castthe,1
catastrophic,1
catchphrase,1
catchy,1
categories,1
category,1
catsized,1
caught,1
cause,2
caused,1
causing,1
cautioned,1
cave,1
cayman,1
cbs,4
cbsfurious,1
cbsviacom,1
cecere,1
ceceres,1
cecilia,1
cede,1
celebrate,2
celebrated,2
celebrating,1
celebration,2
celebrations,1
celebrity,1
celeste,1
center,2
centers,6
central,2
cents,1
century,9
ceo,12
ceoand,1
ceos,2
cerberus,1
cerebral,1
ceremony,1
certain,5
certainly,4
cfius,1
cfo,1
chad,5
chads,1
chain,12
chains,2
chair,1
chairman,8
challenge,5
challenged,1
challenges,1
challenging,3
championed,1
champions,1
championship,2
chances,1
changed,4
changedtune,1
changes,6
changethere,1
changing,5
channel,2
channels,8
chapek,4
chapter,2
character,1
characters,1
charge,2
charged,4
charges,3
charles,3
charlie,1
charm,1
chase,5
chatty,1
cheat,1
checked,1
checks,1
cheddar,1
cheered,1
cheerful,1
chemical,1
chewed,1
chicago,3
children,8
childrens,2
chile,1
chilling,1
china,17
chinas,3
chinese,7
chip,3
chips,3
chipsets,1
chiwetel,1
choice,5
choices,1
choreograph,1
choreographed,1
chris,2
christiane,3
christianity,2
christianitycorned,1
christies,1
christina,1
christine,1
christmas,1
chrysler,1
chuck,1
chui,1
church,14
churches,5
churchgoers,1
churchome,3
churchwhen,1
cia,1
cincinnati,4
cinema,1
cinematic,1
cinematographer,1
circle,1
circles,1
cities,7
citing,3
cityon,1
civil,2
civilized,1
civilrights,1
claim,1
claimed,1
claiming,3
claims,3
claire,1
clan,1
clapping,1
clarehope,1
clarify,1
clark,3
class,1
classic,2
classical,1
clavis,1
cleanup,1
clearly,1
clears,1
clich,1
click,1
clicked,1
clickeven,1
clients,3
clientsin,1
cliffhanger,1
climb,1
climbed,1
clint,1
clinton,1
clip,1
clips,1
clive,1
cloak,1
cloaks,1
clockeven,1
close,15
closed,3
closely,2
closer,1
closes,1
closest,1
closing,6
club,8
clues,2
cnbc,4
cnbcone,1
cnn,8
cnns,2
coach,8
coaches,8
coaching,5
coachs,2
coal,2
coalthat,1
coast,1
coastal,1
cobalt,3
cobble,1
cocaine,2
cochief,1
coffee,1
coffin,1
cofounded,1
cofounder,3
cofounders,2
cognita,1
cohead,1
cohen,1
cohn,1
cohost,1
coinbase,1
coincides,1
coldest,2
colin,1
coliseum,1
collaborated,1
collapse,5
collapsed,3
collapseslets,1
collateral,3
colleague,2
colleagues,1
collect,4
collecting,1
collection,6
collects,1
college,5
collin,1
collision,1
color,1
colossal,1
columbia,3
columbus,1
columnist,2
comair,1
combat,2
combination,4
combine,1
combined,2
combinedmore,1
combines,1
combining,2
comcast,2
comcasts,2
comedian,1
comedy,1
comeons,1
comes,6
comethis,1
comfortable,1
comic,1
comics,1
commandand,1
commentary,1
commentator,1
commerce,1
commercial,1
commission,10
commissioner,1
commissions,2
commitment,1
committee,1
committees,2
committeethe,1
commoditieselsewhere,1
commodity,1
common,2
communicated,1
communicating,1
communications,1
communities,1
community,7
companies,59
companiesmagna,1
companiesthe,2
companiestheranos,1
companieswe,1
company,101
companyatt,1
companybut,1
companyowned,1
companys,24
companythat,1
companythe,1
companytheranos,1
compared,4
compares,1
comparison,1
compelling,1
compensation,2
compete,9
competing,2
competition,10
competitionstruggling,1
competitive,5
competitor,1
competitors,3
complacent,1
complained,1
complaint,3
complaints,2
completely,1
complex,1
complexitythe,1
compliance,1
components,1
comprehensive,2
compromise,1
computing,1
concealedcarry,1
conceded,1
conceived,1
concentrating,1
concentration,1
concept,2
concern,2
concerns,4
concerted,1
conclude,2
conclusion,2
conclusions,1
concrete,2
concurrent,1
condition,1
conditions,1
conditionsenter,1
conducive,1
conduct,2
confederate,1
conference,2
conferences,1
confidence,3
confident,3
confidential,1
confines,1
confront,1
confronting,1
conglomerate,1
congregation,1
congregations,1
congress,1
congressional,1
conjunction,1
connect,2
connected,1
connecticut,1
connecting,1
connection,2
connoisseur,1
conor,2
conquering,1
conrath,1
consciousness,1
consensus,1
consent,1
consequences,1
considerable,1
considered,4
considering,3
considers,1
consigliere,1
consist,1
consolidation,1
conspiracy,3
conspiracymr,1
constant,1
constitutional,1
consulting,3
consumed,1
consumer,12
consumers,12
consumersthe,1
consummate,1
contact,3
contacted,1
contacting,1
containers,1
content,17
contentand,1
contestants,2
continents,1
continue,5
continued,1
continuing,1
contract,4
contracted,1
contractors,1
contracts,1
contradicts,1
contrary,1
contributing,1
control,2
controlled,2
controls,1
controversy,1
controversythe,1
conundrum,1
convergence,1
conversation,1
conversations,1
convert,1
conveyor,3
conviction,1
convince,2
convinced,3
coolmr,1
cooper,1
cooperating,1
cooperation,1
coordinate,1
coordinated,1
coowner,1
copies,1
coppola,1
coproducer,1
cord,1
cordnevertheless,1
core,2
corkery,2
corner,1
corporate,8
corporation,2
corporations,2
correspondent,2
cost,6
costco,2
costs,12
couchthere,1
couldnt,2
council,2
counseled,1
countered,1
counterintuitive,1
country,13
countrybut,1
countrycontextalibabas,1
countryhe,1
countrys,5
countryside,1
countrythe,1
countrywith,1
counts,1
county,1
couple,2
course,7
court,11
courthouse,1
courtney,1
courtroom,1
courtthe,1
coutts,1
cover,2
covered,2
covering,2
covers,3
coverthe,1
cowritten,1
cozy,1
cpl,1
crack,3
craig,1
crapo,1
craving,1
creates,2
creating,4
creation,1
creative,1
creator,1
creators,1
creature,2
credible,1
credit,2
creditors,5
credits,2
creighton,1
cribs,1
crimes,1
crises,3
crisis,12
critic,3
critical,1
critically,3
criticism,3
criticized,1
critics,1
crooked,1
crossborder,1
crowd,2
crown,3
crucial,2
cruise,1
crunchy,1
crust,1
cryptojacking,1
cuarns,3
culminates,1
culmination,1
cultivated,1
culture,4
cuomo,1
cup,2
curate,1
curation,1
curators,1
curbside,1
currencies,2
currently,2
curtail,1
customer,6
customers,24
customersthe,1
cut,3
cuts,2
cutting,2
cvss,1
cyberattack,1
cyberattacks,4
dad,1
dads,1
dailyon,5
dale,1
daly,1
damascus,1
damper,1
dan,1
dana,1
dance,2
danced,1
dane,1
danger,1
dangerous,2
dangles,1
daniel,2
daniels,2
dank,1
daring,1
dark,2
darrell,1
dart,1
dash,1
data,14
database,1
databasethey,1
datauber,1
date,3
dates,1
dating,1
daughter,3
dave,5
david,7
davis,1
dawg,1
dazed,1
dead,1
deadline,1
deadlinethe,1
deal,39
dealmakers,1
dealmaking,1
dealnow,1
deals,17
dealthis,1
dealwere,1
dean,2
deandre,1
death,9
debate,1
deborah,1
debt,21
debtroom,1
debut,1
decade,5
decades,5
deceased,1
deceive,1
deceived,1
december,4
decemberhow,1
deceptively,1
decide,1
decided,7
decimate,1
decimated,1
decision,4
declaims,1
declined,3
declines,2
dedicated,1
deep,1
deepdish,1
deeper,1
deeply,1
deepseated,1
defamation,1
defendants,1
defenders,1
defending,1
defense,4
defensems,1
defenses,2
defensive,1
deficit,1
defined,1
defining,1
definitely,1
defraud,1
defraudfor,1
defrauding,1
degeneress,1
degree,1
degrees,1
del,1
delawares,2
delaying,1
delays,1
delhilocals,1
delicate,1
delight,1
deliv,2
deliver,1
delivered,2
deliveries,1
delivering,1
delivers,1
dell,2
delrahim,3
delrahims,1
deluca,1
demand,6
demanding,2
demands,2
demise,1
democracymr,1
democrat,2
democratic,1
democrats,1
demographic,1
demonstrating,1
demoting,1
dempster,3
dengel,2
denies,1
denmark,1
denouncing,1
dentistmr,1
deny,2
depart,1
department,14
departments,3
departurein,1
depending,1
depiction,1
deployed,1
deploying,1
deployment,1
depot,2
depots,1
depressed,1
deprived,1
deputy,3
deregulationminded,1
derived,1
describe,1
described,3
describes,3
design,2
designated,1
designed,1
desire,1
desires,1
desk,2
desktop,5
desperate,1
despoiled,1
destination,1
destructive,1
detailed,2
details,1
detained,1
detection,1
detective,1
detectives,1
deterioration,1
determine,5
determined,1
detonated,2
detroit,1
deutsche,1
devastating,1
devastatingin,1
develop,3
developed,2
developer,1
developers,1
developing,3
development,5
develops,1
device,15
devices,4
deviceswhat,1
deviceyou,5
devoted,1
dexterity,1
dhl,1
dhlbut,1
diagrams,1
dialect,1
dialogue,1
diamonds,1
diana,1
dicaprio,1
dickerson,1
dicks,1
didier,1
didon,1
died,4
diegobut,1
difference,1
difficult,3
digging,1
digital,28
dimashis,1
dimensions,1
dimeo,1
dimon,4
dining,1
diplomatic,1
direct,5
direction,2
directly,7
director,16
directors,1
directorthe,1
directtoconsumer,2
directv,1
dirt,1
dirty,1
disabilities,1
disappeared,1
disappointed,1
disappointments,1
disaster,2
disciplined,1
disclosed,1
disconnect,1
discount,2
discounts,1
discover,1
discovered,1
discovery,2
discoverybut,1
discriminated,1
discriminatory,1
discuss,2
discussed,3
discusses,1
discussing,1
discussions,1
discussionshe,1
discussionsmore,1
dismiss,1
dismissal,1
dismissed,1
disney,19
disneys,6
disorder,1
dispatching,1
displays,2
dispute,1
disputes,1
disrupted,1
disrupting,1
disruption,2
dissent,1
distant,1
distinct,1
distinctive,1
distinguished,1
distributed,2
distribution,9
distributor,2
distributors,1
district,5
districts,1
diversity,3
diversityits,1
division,8
dixon,3
doctor,2
documentaries,1
documentary,7
documents,3
doddfrank,2
dogmatic,1
dollar,1
dollars,6
domain,1
dominance,1
dominant,4
dominate,3
dominated,2
dominos,1
don,2
donald,2
donning,1
door,2
doorbell,1
doors,1
doorstep,1
doping,3
dot,5
double,2
doubt,3
doubts,3
doug,2
douglas,2
down,31
downsize,1
downthough,1
downtown,2
dozen,2
dozens,1
draft,1
drag,2
drake,3
drama,2
dramatically,1
drastic,1
draw,3
drawing,2
drawn,2
draylen,3
dream,1
dreamers,1
dressed,1
drew,3
driftms,1
drive,4
driveby,1
driven,1
driver,2
driverassist,1
driverless,1
driverlesscar,1
drivers,1
driving,3
drop,1
dropbox,4
dropout,1
dropping,2
drove,1
drowning,1
drug,1
drugs,1
drugstore,2
dry,1
dualclass,1
duane,1
dubuc,10
dubucs,2
due,1
dueling,1
duetssilicon,1
duffie,4
dumb,1
dungys,1
dunked,1
dunst,1
dust,1
duster,1
dusty,1
dutton,1
duty,2
dvd,1
dvdbymail,1
dwayne,2
dwellersthe,1
dyann,1
dying,1
dysfunctions,1
dystopian,1
eager,1
eagerly,1
earned,2
earner,1
earnesti,1
earnings,4
ease,1
easier,1
east,4
eastcrown,1
easter,1
eastern,2
easts,1
eastwood,1
easytosell,1
eavis,1
eavisnew,1
eavisone,1
eavisqualcomm,1
eaviss,1
eavisthe,1
eavisthere,1
eaviswhen,1
ebert,4
ebooks,1
echo,12
ecommerce,10
economic,14
economically,2
economy,4
economyofficials,1
ecosystem,3
ecosystems,1
edge,1
edgeliquidation,1
editor,1
eduardo,1
educationand,1
effect,2
effective,3
effectively,1
effectivethat,1
effectwithin,1
efficient,1
effort,5
efforts,9
eggs,1
egregiousthe,1
eight,2
either,3
ejiofor,1
elder,1
elected,1
election,4
electoral,1
electric,3
electronics,2
element,1
elements,1
elevation,1
eligible,1
eliminate,1
eliminated,1
elisa,2
elite,1
elites,1
elizaethereum,6
elle,1
ellen,2
elliott,1
elman,1
elon,1
else,8
elsethe,1
elsewhere,1
email,8
emailhuggins,1
emails,1
embattled,1
embedded,1
embraced,2
emerged,1
emergency,3
emerging,1
emirate,1
emma,1
emmanuel,1
emmy,3
emmys,1
emotional,1
emphasis,1
emphasize,1
empire,1
employee,3
employees,10
employs,2
emporium,1
empowered,1
enable,5
enabled,1
encompasses,1
encounterthe,1
encouraged,1
encrypted,2
end,17
endanger,1
ended,4
endicott,1
ending,1
enemies,1
energy,2
enforcement,2
engage,1
engine,1
engineering,4
engineers,1
engineersit,1
england,1
engulfed,1
enhance,1
enjoy,4
enjoyable,1
enlist,1
enormous,2
enough,7
enron,1
enslaved,1
ensure,4
entered,1
entering,2
entertainment,12
entertainmentimmeasurably,1
entire,4
entirely,1
entity,3
entrant,1
entrants,1
entrepreneur,1
entry,1
entrylevel,1
environment,1
environmentbut,1
envision,1
envisioned,1
ephron,1
episode,22
episodes,1
equation,1
equifax,2
equifaxs,1
equipment,2
equipped,2
equities,1
equity,16
equivalent,1
equivalents,1
equivocation,1
era,6
eradication,1
eramost,1
erased,1
erasing,1
erotic,1
error,1
errors,1
ers,1
erwin,1
escalated,1
escalating,1
escaped,1
eschewing,1
especially,2
espn,3
espresso,1
essence,1
essential,1
essentially,1
establish,1
established,3
establishing,1
estate,6
estatethe,1
estimate,1
estimated,3
estimates,3
estonia,1
ethical,1
ethos,1
eurasian,1
euribor,1
europe,9
european,34
euros,2
evangelical,2
evangelicals,1
evasion,1
evasionwithin,1
evening,3
events,2
eventual,1
eventually,4
everest,1
everybody,1
everyday,1
everything,2
everywhere,4
evidence,1
evident,1
evolving,1
exacerbating,1
exact,1
examines,1
exceed,2
exceeded,1
except,2
exception,1
exceptions,1
excess,2
exchange,4
exchanged,1
exchangespotify,1
excited,1
exclude,1
excluding,1
excruciating,1
executive,21
executives,14
exempting,1
exemptionsmr,1
exhibited,1
exist,1
existed,1
existential,1
existing,3
existsouth,1
exodus,2
expand,7
expanded,2
expanding,2
expands,1
expansion,1
expartner,1
expect,3
expected,17
expectedthe,1
expecting,3
expects,4
expedited,1
expense,1
expenseswhat,1
expensive,1
experian,1
experience,7
experienced,1
experiencefocused,1
experiences,1
experimenting,1
expert,4
experts,3
expiration,1
expiring,1
explained,1
explains,1
exploded,5
explodes,1
exploding,1
explorations,1
explore,3
explored,1
exploring,3
explosion,2
explosions,2
explosive,1
export,2
exporter,1
exporting,1
exports,3
exposed,2
exposing,1
express,2
expressed,2
expropriate,1
extended,1
extending,1
extensive,1
extent,3
extortion,2
extraordinarily,1
extraordinary,3
extras,1
eye,1
eyeglassesthe,1
eyesit,1
eyeslets,1
eyewear,4
eys,1
face,5
facebookowned,1
facebooks,3
faced,1
faces,4
facilitiesbut,1
facility,6
facing,1
fact,3
factbased,1
factories,1
factors,1
fading,1
failed,3
failing,1
fails,1
failure,2
failureslife,1
fair,3
fairness,1
fairtrade,1
fairy,1
fait,1
faith,5
fake,2
fall,4
fallen,1
falling,2
falls,2
FALSE,2
falsehoods,1
famed,1
familiar,1
families,2
familiesthe,1
family,5
familys,1
famous,5
famously,1
fan,1
fancy,1
fanning,1
fantastic,1
fao,1
fare,1
farewells,1
fargo,3
fargos,2
farmers,2
farmland,1
farrell,1
farright,1
fascinatingmr,1
fast,7
fastchanging,1
faster,4
fat,1
fatal,2
fate,1
father,9
fathers,1
favor,3
favorably,1
favorite,6
fbi,4
fda,1
fear,4
fears,2
feature,2
featured,1
february,4
fed,4
federal,6
federation,1
fedex,11
fedexs,1
feds,2
fee,4
feedfrom,5
feedly,3
feedsone,1
feel,8
feels,2
fees,3
fell,1
felled,1
fellow,4
female,3
fences,1
fernando,1
ferocious,1
fertility,1
festivalyour,1
fetch,1
fewer,1
fewhuggins,1
fickle,1
fiction,1
fictionms,1
fields,1
fifth,2
fight,1
fighters,1
fighting,3
figure,3
figured,1
figures,1
figuring,1
file,3
filed,7
filing,2
filings,1
fill,1
filled,3
film,14
filmed,1
filming,1
filmmaker,1
filmmakers,1
filmproduction,1
final,6
finale,1
finales,1
finalist,1
finally,3
finance,6
financed,2
financial,12
financing,3
finding,2
finds,1
fine,3
finebut,1
fined,2
fines,1
fingers,1
finland,1
finnish,1
fire,2
fired,3
fires,3
firing,3
firm,13
firmafter,1
firms,14
firmson,1
firstquarter,1
firstround,1
firstwalmart,1
fit,3
fits,1
fitting,1
fitzgerald,1
five,9
fiveman,1
fix,2
fixed,1
fixedto,1
fixes,1
flash,15
flashing,1
flattering,1
flaws,1
fleerepo,1
flees,1
fleets,1
flew,1
flick,1
flights,1
flighty,1
flipping,1
flirting,1
floor,5
floridas,1
flourishes,1
flow,2
flowing,1
flurry,2
flyaround,4
flying,1
focus,6
focused,2
focuses,5
foe,1
fog,1
fogel,3
fogels,1
folds,1
foley,3
folks,2
follies,1
followed,3
followersthe,1
follows,1
food,6
foods,5
foolhardy,1
footage,3
football,2
footprint,1
footprints,1
foran,1
force,6
forced,2
forces,1
forcing,1
ford,3
fordhams,1
foreign,6
foresaw,1
forget,3
forgo,1
forhe,1
forklifts,1
form,3
formal,1
formally,1
formed,2
formerly,1
forms,1
formula,1
forrester,2
fort,1
fortnite,2
fortune,1
forum,1
forward,3
fostered,1
found,7
foundationthe,1
founded,1
founder,4
founders,1
foundin,1
fourpackwhen,1
foursquare,1
fourth,1
fourthlargest,1
fourweek,1
fox,12
foxbut,1
foxdisney,2
foxes,1
foxrobert,1
foy,1
fragile,1
frame,1
frames,1
france,2
franchise,1
franciscobased,1
frank,1
frantically,1
fraud,3
freda,1
freddie,1
free,12
freebie,1
freefall,1
freefire,1
freely,1
freespending,1
freight,3
frequently,2
frequentlyliquid,1
fresh,3
freshman,1
friday,5
friend,5
friends,2
frivolous,1
frommore,1
front,5
frontfacing,1
frontthe,1
fruit,1
fueled,2
fulfilled,1
fulfilling,1
fulfillment,1
fullcourt,1
fulltime,1
fuming,1
fun,2
fund,9
fundamentally,1
funding,2
fundraising,1
funds,2
furious,2
furman,1
further,3
future,10
futureeveryone,1
futurekevin,1
futurems,1
gadfly,3
gadot,1
gain,3
gains,1
gal,1
galen,1
gallagher,1
gamble,1
game,10
gamed,1
gamer,1
games,11
gamesin,1
gamestop,1
gaming,1
gangs,1
gap,1
gardner,1
garnered,1
gary,2
gash,1
gasps,1
gathered,1
gathering,1
gatherings,1
gave,6
gay,1
geekstechnical,1
gems,1
gen,1
gender,3
general,1
generate,2
generated,3
generation,4
generations,1
generosity,1
generouswhile,1
genocide,1
genre,1
gentle,1
geoffrey,2
geographic,1
geology,1
george,1
georgia,1
german,3
germano,1
germany,4
germanys,2
gervais,4
gesture,1
gets,2
getting,7
ghostwritten,1
giant,8
giants,10
gifford,1
gifts,1
gilboa,2
gilles,1
giraffe,1
girl,1
girls,1
gives,2
giving,4
gkn,1
glamour,1
glasseswere,1
glaxosmithkline,1
glenn,1
glitz,1
global,18
globally,1
globalscale,1
globes,1
glowinthedark,1
gnrales,1
goal,2
gobut,1
god,3
gods,2
goes,6
